,弹幕
770,c鸭鸭
771,学完来报道
772,天大来了
773,西电那位求保佑啊啊我想考西电
774,止步于此
775,这字幕爱了呀
776,莫纳什前来报到
777,刚学玩c
778,168个同学你们好
779,c++好学吗
780,QFNU有？
781,转行了
782,220个你们在干嘛
783,基础语法
784,150正在观看
785,没有对象怎么办？
786,蓝字好评
787,还是不用担心
788,卧槽
789,C鸭鸭
790,感谢蓝字
791,强
792,c鸭鸭
793,期末考试 可以听吗
794,湖南大学路过
795,小白在此
796,构造函数
797,没电脑怎么办
798,吉林大学因老师太水前来自学
799,北化+1
800,第二遍了
801,吖吖
802,好评好评
803,314集我哭了
804,那个QQ不回复
805,北航有无
806,华南理工大学因老师太水前来自学
807,typedeg
808,c语言
809,C鸭鸭
810,学到现在只知道int
811,起夜急
812,牛比
813,c鸭鸭
814,提前谢谢  学完给您充电儿
815,马克
816,转专业加1
817,「lesson 1」
818,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
819,火星大学
820,今天七夕节
821,感谢
822,woc
823,pytnon C都不放过
824,c鸭鸭
825,来吧，刚开始
826,90个人
827,凌晨3:54竟然21人正在观看.........
828,2020732
829,起夜急
830,我去，蓝色无敌。。。
831,woc 112.。。
832,为了UE4来学习  有一起的吗6月20  22：19
833,Bili大学
834,同学们好
835,嵌入式前来报道
836,来了
837,我滴妈呀76个人在观看
838,81个人诶
839,拷贝
840,java是C--
841,0.5倍新世界
842,怎么倍速播放
843,帅哥就是我
844,我是个大帅哥
845,赞
846,复习
847,怎么没有声音了
848,b站真牛逼
849,武汉加油
850,没对象
851,20人，你们好啊
852,C鸭课程
853,为了深中
854,24
855,各位都是多少倍速看的
856,B大万岁
857,Cyaya
858,5个小朋友
859,从0到1
860,张涛老师
861,为学opencv来
862,开始打卡、
863,文档
864,#include<stdio.h>
865,0000
866,加油
867,字幕君好评
868,192人在卷
869,感谢品红字幕君
870,感谢字幕
871,3000个小时
872,hhhh
873,83人
874,坚持就是胜利
875,13学这个正常吗
876,不是计算机专业的就别学了，现在很卷，不是计算机专业的基本没戏
877,152
878, 浩然？
879,步骤
880,初一的想学这个来报道
881,还月薪过万，我他妈开发技术顾问在成都也才几千工资
882,java csharp lua c++
883,没有对象咋办
884,07来学，现在是2021
885,为了起源2
886,1000w合影
887,二刷
888,我跪了
889,为了高中
890,树
891,哇哦
892,吃灰
893,摸鱼?
894,字幕好评
895,126人观看
896,193...
897,字幕君真好qaq
898,牛牛
899,感谢野生弹幕
900,大家好
901,第一天
902,大家好啊
903,c鸭鸭
904,搜不到啊
905,我能看完第一阶段就不错了
906,成信大路过
907,英语有要求么？
908,我好卡  感觉
909,华师大
910,B战大学毕业
911,来领取c++配套资源
912,来过
913,特么还有字幕
914,表白野生字幕君
915,++
916,LSS打卡
917,天哪，177人
918,北京理工大学
919,字幕6666
920,西电路过
921,我就看这弹幕后面能留几个
922,是77个人
923,C鸭鸭
924,C鸭鸭
925,唉前面没听懂听了七遍才听懂
926,209人正在看
927,感谢字幕感谢字幕
928,cc打卡
929,soaidufiashdifhasdfds
930,强行加字幕
931,107人观看，厉害
932,还是多关注
933,教材
934,学完c来看看c++
935,CODEING
936,一起加油呀
937,模糊不清
938,请求出战
939,146
940,哈哈哈
941,victor
942,哈哈哈
943,106个兄弟们好啊
944,北京科技大学因课程太水前来学习
945,C++
946,112个同学好
947,讲义能下载吗
948,93
949,新手来了
950,Hhhhhhh
951,C啊课程
952,前两两个阶段是什么‘
953,吸佳佳
954,12？
955,c+++
956,厉害了
957,112
958,9.1
959,今天七夕
960,我先学完Python在来，各位回见
961,太原的
962,需要英语基础吗
963,c++
964,我只是想混个省一……
965,如果不坚持和咸鱼有什么区别
966,83人在开
967,c++
968,很精彩
969,666
970,97人再看
971,C鸭鸭
972,为什么和奥赛的有点不一样呢
973,又79个人啊，这么多
974,前面有基础的话可以不看
975,字幕君辛苦了
976,84个朋友大家好
977,100多个人再看
978,82个人，挖草
979,c鸭鸭
980,90个同学好
981,九点十七有人看嘛
982,Java牛逼
983,背景噪音好大
984,虚幻不是也可以用Python吗
985,2倍太慢
986,我丢
987,良心资源
988,C#无敌
989,While
990,育才？？？
991,好多人正在看
992,人生苦短，我学C++
993,这么火的吗
994,大家发下时间
995,中财的！
996,这个是python的老师吗
997,66666666666666666
998,B大毕业！！！
999,没qt啊
1000,33人
1001,开始了
1002,大家一起加油呀！
1003,HI
1004,嵌入式学这个怎么样
1005,2020/1/2
1006,讲义在哪里下载呀
1007,谢谢老师
1008,学习喽
1009,15个人再看
1010,16个人看
1011,C啊啊
1012,啊
1013,试试蓝字
1014,9;40
1015,救我
1016,v
1017,1.
1018,加油加油
1019,0000
1020,183人好
1021,字幕好多
1022,我是2030的
1023,y月薪过万
1024,134人
1025,135
1026,我想赚钱
1027,B站top1
1028,00
1029,124人！
1030,122人！
1031,为Java打基础
1032,卷起来xdm
1033,178人
1034,大家好啊
1035,c鸭鸭
1036,0011
1037,1
1038,还有人在吗
1039,牛逼
1040,314集
1041,我们用c写过
1042,120+
1043,武科
1044,来吧来吧
1045,115
1046,加油
1047,143人
1048,.++
1049,190在看
1050,111111
1051,100+
1052,VR217前来报道！
1053,感谢
1054,136人
1055,dlidli
1056,剑指大厂
1057,185人看
1058,106在看
1059,地大
1060,内联函数
1061,南邮
1062,100+
1063,100+
1064,7天 补考
1065,169
1066,114514
1067,表白字幕君
1068,170
1069,啊这
1070,93人
1071,1
1072,同款snipaste
1073,2
1074,啊
1075,啊
1076,啊
1077,相信大家学不完这两个阶段
1078,还愿，考试已过
1079,....
1080,1
1081,C鸭鸭
1082,163人
1083,没有对象new一个啊
1084,好耶
1085,2212
1086,我槽
1087,有呢
1088,牛皮
1089,1111
1090,感谢字幕君
1091,..153人正在看
1092,字幕6
1093,moi
1094,219
1095,229人正在看
1096,C鸭鸭
1097,好好
1098,啊
1099,小白
1100,C啊啊
1101,105人
1102,]]]]]]]]]]\][''\
1103,caa?
1104,314p
1105,好家伙113人
1106,96人
1107,重庆大学的
1108,铁铠冥魂，扭转昆仑，拿龙神器，直奔高地
1109,加油
1110,116人看？
1111,666
1112,124
1113,128
1114,-+
1115,107ren
1116,143正在观看
1117,字幕君好评
1118,‘’
1119,"cout<<""HelloWorld"""
1120,强行加字幕
1121,69人耶
1122,大连海事
1123,加油加油！！！！
1124,；零基础！
1125,c啊啊课程
1126,96
1127,110人正在看
1128,85个人
1129,83个你好
1130,C加哑
1131,7月28
1132,厉害了
